,user_id,num_movies_rated,avg_rating,rating_std,high_rated_movies,low_rated_movies,avg_sentiment,avg_review_length
22740,ur2316516,1.0,4.0,0.0,0.0,1.0,0.30111111111111116,165.0
22741,ur2316569,1.0,10.0,0.0,1.0,0.0,0.30320512820512824,147.0
22742,ur2316692,2.0,7.5,3.5355339059327378,1.0,0.0,0.14003968253968255,129.0
22743,ur23168811,1.0,6.0,0.0,0.0,0.0,0.1000656565656566,284.0
22744,ur2316934,1.0,10.0,0.0,1.0,0.0,0.284520202020202,130.0
22745,ur23169824,1.0,7.0,0.0,0.0,0.0,0.02970959595959595,249.0
22746,ur2317130,1.0,6.0,0.0,0.0,0.0,0.23079710144927534,121.0
22747,ur2317131,8.0,6.75,1.4880476182856899,3.0,0.0,0.13147717498556313,205.375
22748,ur23173130,1.0,10.0,0.0,1.0,0.0,0.3777777777777778,166.0
22749,ur23174503,1.0,6.0,0.0,0.0,0.0,0.2566176470588235,185.0
22750,ur23177289,1.0,6.0,0.0,0.0,0.0,-0.003159340659340665,148.0
22751,ur23178576,1.0,6.0,0.0,0.0,0.0,-0.017499999999999988,150.0
22752,ur23179204,1.0,4.0,0.0,0.0,1.0,0.04555555555555555,121.0
22753,ur23179345,2.0,8.0,2.8284271247461903,1.0,0.0,0.06271794871794871,80.5
22754,ur2317978,7.0,5.285714285714286,2.0586634591635513,0.0,2.0,0.19676484123879387,275.42857142857144
22755,ur2318008,27.0,6.333333333333333,2.511511956509924,10.0,8.0,0.1298994100104243,219.0
22756,ur23181982,1.0,4.0,0.0,0.0,1.0,0.012306406852314825,672.0
22757,ur2318233,1.0,1.0,0.0,0.0,1.0,-0.43333333333333335,35.0
22758,ur23182969,2.0,8.0,1.4142135623730951,1.0,0.0,0.0924539774129938,517.0
22759,ur23183354,1.0,8.0,0.0,1.0,0.0,0.12535714285714286,210.0
22760,ur23189488,15.0,5.933333333333334,2.250925735484551,3.0,2.0,0.09804143857884064,258.06666666666666
22761,ur23189761,1.0,6.0,0.0,0.0,0.0,0.14675211940836938,742.0
22762,ur23192201,1.0,10.0,0.0,1.0,0.0,0.33,115.0
22763,ur23194797,1.0,2.0,0.0,0.0,1.0,0.14,15.0
